#ilkid,year,firstname,lastname,conference,leag,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
PAYTOGA01,2001,Gary,Payton,west,N,1,22,18,1,0,1,6,3,0,3,1,13,7,0,0,6,4
PAYTOGA01,2000,Gary,Payton,west,N,1,18,0,2,2,4,5,2,0,1,2,5,0,0,0,0,0
PAYTOGA01,1999,Gary,Payton,west,N,1,20,5,4,0,4,8,2,0,2,1,8,1,3,3,4,0
PAYTOGA01,1997,Gary,Payton,west,N,1,24,7,1,2,3,13,2,0,4,0,7,3,0,0,3,1
PAYTOGA01,1996,Gary,Payton,west,N,1,20,17,1,0,1,10,2,0,4,2,15,7,2,2,5,1
PAYTOGA01,1995,Gary,Payton,west,N,1,28,18,NULL,NULL,5,5,NULL,NULL,NULL,NULL,10,6,6,6,NULL,NULL
PAYTOGA01,1994,Gary,Payton,west,N,1,23,6,NULL,NULL,5,15,NULL,NULL,NULL,NULL,10,3,0,0,NULL,NULL
PAYTOGA01,1993,Gary,Payton,west,N,1,17,6,NULL,NULL,6,9,NULL,NULL,NULL,NULL,4,3,0,0,NULL,NULL
PETRIGE01,1973,Geoff,Petrie,west,N,1,26,8,NULL,NULL,2,4,NULL,NULL,NULL,NULL,11,3,2,2,NULL,NULL
PETRIGE01,1970,Geoff,Petrie,west,N,1,5,0,NULL,NULL,0,1,NULL,NULL,NULL,NULL,3,0,0,0,NULL,NULL
PETTIBO01,1954,Bob,Pettit,west,N,1,27,8,NULL,NULL,9,2,NULL,NULL,NULL,NULL,14,3,4,2,NULL,NULL
PETTIBO01,1964,Bob,Pettit,west,N,1,34,13,NULL,NULL,12,0,NULL,NULL,NULL,NULL,14,5,5,3,NULL,NULL
PETTIBO01,1963,Bob,Pettit,west,N,1,36,19,NULL,NULL,17,2,NULL,NULL,NULL,NULL,15,6,9,7,NULL,NULL
PETTIBO01,1962,Bob,Pettit,west,N,1,32,25,NULL,NULL,13,0,NULL,NULL,NULL,NULL,16,7,12,11,NULL,NULL
PETTIBO01,1961,Bob,Pettit,west,N,1,37,25,NULL,NULL,27,2,NULL,NULL,NULL,NULL,20,10,5,5,NULL,NULL
PETTIBO01,1960,Bob,Pettit,west,N,1,32,29,NULL,NULL,9,0,NULL,NULL,NULL,NULL,22,13,7,3,NULL,NULL
PETTIBO01,1959,Bob,Pettit,west,N,1,28,11,NULL,NULL,14,2,NULL,NULL,NULL,NULL,15,4,6,3,NULL,NULL
PETTIBO01,1958,Bob,Pettit,west,N,1,34,25,NULL,NULL,16,5,NULL,NULL,NULL,NULL,21,8,9,9,NULL,NULL
PETTIBO01,1957,Bob,Pettit,west,N,1,38,28,NULL,NULL,26,1,NULL,NULL,NULL,NULL,21,10,10,8,NULL,NULL
PETTIBO01,1956,Bob,Pettit,west,N,1,31,21,NULL,NULL,11,2,NULL,NULL,NULL,NULL,18,8,6,5,NULL,NULL
PETTIBO01,1955,Bob,Pettit,west,N,1,31,20,NULL,NULL,24,7,NULL,NULL,NULL,NULL,17,7,7,6,NULL,NULL
PHILLAN01,1954,Andy,Phillip,west,N,1,28,6,NULL,NULL,3,6,NULL,NULL,NULL,NULL,4,3,0,0,NULL,NULL
PHILLAN01,1953,Andy,Phillip,west,N,1,19,2,NULL,NULL,3,3,NULL,NULL,NULL,NULL,4,1,1,0,NULL,NULL
PHILLAN01,1952,Andy,Phillip,west,N,1,36,9,NULL,NULL,6,8,NULL,NULL,NULL,NULL,9,4,1,1,NULL,NULL
PHILLAN01,1950,Andy,Phillip,east,N,1,0,6,NULL,NULL,10,8,NULL,NULL,NULL,NULL,8,3,0,0,NULL,NULL
PHILLAN01,1951,Andy,Phillip,east,N,1,30,11,NULL,NULL,3,6,NULL,NULL,NULL,NULL,6,4,3,3,NULL,NULL
PIERCPA01,2009,Paul,Pierce,East,N,1,11,8,0,0,0,0,1,0,1,0,6,3,0,0,3,2
PIERCPA01,2008,Paul,Pierce,East,N,1,20,18,3,1,4,2,2,0,1,3,11,6,6,5,5,1
PIERCPA01,2003,Paul,Pierce,east,N,1,13,8,1,0,1,2,1,0,1,2,8,4,0,0,1,0
PIERCPA01,2002,Paul,Pierce,east,N,1,18,8,2,0,2,3,4,0,2,1,11,4,0,0,5,0
PIERCPA01,2001,Paul,Pierce,east,N,1,23,19,4,3,7,3,1,0,0,1,18,9,0,0,6,1
PIERCPA01,2007,Paul,Pierce,East,N,1,12,10,0,4,4,2,0,0,2,0,9,5,0,0,3,0
PIERCPA01,2004,Paul,Pierce,east,N,1,15,9,3,0,3,3,2,0,0,2,7,4,1,1,2,0
PIERCPA01,2005,Paul,Pierce,east,N,1,15,7,2,0,2,1,1,0,0,0,6,3,2,1,0,0
PIERCRI01,1990,Ricky,Pierce,east,N,1,19,9,NULL,NULL,2,2,NULL,NULL,NULL,NULL,8,4,1,1,NULL,NULL
PIPPESC01,1996,Scottie,Pippen,east,N,1,25,8,3,0,3,2,0,0,2,0,9,4,0,0,3,0
PIPPESC01,1995,Scottie,Pippen,east,N,1,25,8,NULL,NULL,8,5,NULL,NULL,NULL,NULL,7,4,0,0,NULL,NULL
PIPPESC01,1994,Scottie,Pippen,east,N,1,30,12,NULL,NULL,7,3,NULL,NULL,NULL,NULL,15,5,0,0,NULL,NULL
PIPPESC01,1993,Scottie,Pippen,east,N,1,31,29,NULL,NULL,11,2,NULL,NULL,NULL,NULL,15,9,10,6,NULL,NULL
PIPPESC01,1992,Scottie,Pippen,east,N,1,29,10,NULL,NULL,5,4,NULL,NULL,NULL,NULL,14,4,3,2,NULL,0
PIPPESC01,1991,Scottie,Pippen,east,N,1,21,14,NULL,NULL,4,1,NULL,NULL,NULL,NULL,13,6,3,2,NULL,NULL
PIPPESC01,1989,Scottie,Pippen,east,N,1,12,4,NULL,NULL,1,0,NULL,NULL,NULL,NULL,4,2,0,0,NULL,NULL
POLLAJI01,1950,Jim,Pollard,west,N,1,0,4,NULL,NULL,4,5,NULL,NULL,NULL,NULL,11,2,0,0,NULL,NULL
POLLAJI01,1954,Jim,Pollard,west,N,1,27,17,NULL,NULL,4,0,NULL,NULL,NULL,NULL,19,7,3,3,NULL,NULL
POLLAJI01,1953,Jim,Pollard,west,N,1,41,23,NULL,NULL,3,3,NULL,NULL,NULL,NULL,22,10,5,3,NULL,NULL
POLLAJI01,1951,Jim,Pollard,west,N,1,29,4,NULL,NULL,11,5,NULL,NULL,NULL,NULL,17,2,0,0,NULL,NULL
PORTETE01,1992,Terry,Porter,west,N,1,19,7,NULL,NULL,0,3,NULL,NULL,NULL,NULL,8,3,0,0,NULL,1
PORTETE01,1990,Terry,Porter,west,N,1,15,4,NULL,NULL,3,4,NULL,NULL,NULL,NULL,6,2,0,0,NULL,NULL
POWELCI01,1969,Cincinnatus,Powell,west,A,1,26,12,NULL,NULL,7,0,NULL,NULL,NULL,1,9,5,2,2,0,0
POWELCI01,1970,Cincinnatus,Powell,east,A,1,21,11,7,3,10,0,NULL,NULL,2,2,6,4,3,3,0,0
PRICEJI01,1974,Jim,Price,west,N,1,17,8,NULL,NULL,2,0,NULL,NULL,NULL,NULL,9,3,2,2,NULL,NULL
PRICEMA01,1993,Mark,Price,east,N,1,22,20,NULL,NULL,2,5,NULL,NULL,NULL,NULL,10,8,2,2,NULL,NULL
PRICEMA01,1992,Mark,Price,east,N,1,23,19,NULL,NULL,1,4,NULL,NULL,NULL,NULL,11,6,2,1,NULL,6
PRICEMA01,1991,Mark,Price,east,N,1,15,6,NULL,NULL,0,3,NULL,NULL,NULL,NULL,5,1,4,4,NULL,NULL
PRICEMA01,1988,Mark,Price,east,N,1,20,9,NULL,NULL,3,1,NULL,NULL,NULL,NULL,9,3,2,2,NULL,NULL
RANDOZA01,2009,Zach,Randolph,West,N,1,19,8,3,3,6,2,2,0,1,2,10,4,0,0,0,0
RATLITH01,2000,Theo,Ratliff,east,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
REDDMI01,2003,Michael,Redd,east,N,1,15,13,1,2,3,2,3,0,1,0,12,5,0,0,6,3
REEDWI01,1970,Willis,Reed,east,N,1,27,14,NULL,NULL,13,1,NULL,NULL,NULL,NULL,16,5,6,4,NULL,NULL
REEDWI01,1969,Willis,Reed,east,N,1,30,21,NULL,NULL,11,0,NULL,NULL,NULL,NULL,18,9,3,3,NULL,NULL
REEDWI01,1968,Willis,Reed,east,N,1,14,10,NULL,NULL,4,2,NULL,NULL,NULL,NULL,8,5,0,0,NULL,NULL
REEDWI01,1967,Willis,Reed,east,N,1,25,16,NULL,NULL,8,1,NULL,NULL,NULL,NULL,14,7,3,2,NULL,NULL
REEDWI01,1966,Willis,Reed,east,N,1,17,4,NULL,NULL,9,1,NULL,NULL,NULL,NULL,6,2,0,0,NULL,NULL
REEDWI01,1965,Willis,Reed,east,N,1,23,16,NULL,NULL,8,1,NULL,NULL,NULL,NULL,11,7,2,2,NULL,NULL
REEDWI01,1964,Willis,Reed,east,N,1,25,7,NULL,NULL,5,1,NULL,NULL,NULL,NULL,11,3,2,1,NULL,NULL
REGANRI01,1956,Richie,Regan,west,N,1,21,4,NULL,NULL,4,1,NULL,NULL,NULL,NULL,7,2,0,0,NULL,NULL
RICEGL01,1997,Glen,Rice,east,N,1,16,16,0,1,1,0,0,0,1,0,14,6,0,0,6,4
RICEGL01,1996,Glen,Rice,east,N,1,25,26,0,1,1,1,2,0,1,2,24,10,2,2,7,4
RICEGL01,1995,Glen,Rice,east,N,1,15,7,NULL,NULL,1,2,NULL,NULL,NULL,NULL,5,1,4,4,NULL,NULL
RICHAMI01,1984,Michael Ray,Richardson,east,N,1,13,5,NULL,NULL,2,1,NULL,NULL,NULL,NULL,8,2,2,1,NULL,NULL
RICHAMI01,1980,Michael Ray,Richardson,east,N,1,24,11,NULL,NULL,5,3,NULL,NULL,NULL,NULL,7,5,2,1,NULL,NULL
RICHAMI01,1979,Michael Ray,Richardson,east,N,1,13,6,NULL,NULL,1,2,NULL,NULL,NULL,NULL,7,3,0,0,NULL,NULL
RICHAMI01,1981,Micheal Ray,Richardson,East,N,1,20,10,2,0,2,4,0,0,1,1,10,5,0,0,0,0
RICHMMI01,1997,Mitch,Richmond,west,N,1,17,8,1,0,1,2,0,0,0,0,11,4,0,0,2,0
RICHMMI01,1996,Mitch,Richmond,west,N,1,22,9,2,1,3,4,0,0,1,1,7,3,0,0,4,3
RICHMMI01,1995,Mitch,Richmond,west,N,1,25,7,NULL,NULL,2,2,NULL,NULL,NULL,NULL,10,3,2,1,NULL,NULL
RICHMMI01,1994,Mitch,Richmond,west,N,1,22,23,NULL,NULL,4,2,NULL,NULL,NULL,NULL,13,10,0,0,NULL,NULL
RICHMMI01,1993,Mitch,Richmond,west,N,1,24,10,NULL,NULL,2,3,NULL,NULL,NULL,NULL,16,5,0,0,NULL,NULL
RICHMMI01,1992,Mitch,Richmond,west,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
RISENAR01,1954,Arnie,Risen,west,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RISENAR01,1953,Arnie,Risen,west,N,1,20,8,NULL,NULL,7,0,NULL,NULL,NULL,NULL,10,4,1,0,NULL,NULL
RISENAR01,1952,Arnie,Risen,west,N,1,19,5,NULL,NULL,9,2,NULL,NULL,NULL,NULL,7,2,3,1,NULL,NULL
RISENAR01,1951,Arnie,Risen,west,N,1,19,6,NULL,NULL,5,1,NULL,NULL,NULL,NULL,7,3,1,0,NULL,NULL
RIVERDO01,1987,Glenn,Rivers,east,N,1,16,9,NULL,NULL,3,6,NULL,NULL,NULL,NULL,4,2,11,5,NULL,NULL
ROBERAL01,1990,Alvin,Robertson,east,N,1,12,6,NULL,NULL,2,0,NULL,NULL,NULL,NULL,4,2,2,2,NULL,NULL
ROBERAL01,1987,Alvin,Robertson,west,N,1,12,2,NULL,NULL,0,1,NULL,NULL,NULL,NULL,3,1,0,0,NULL,NULL
ROBERAL01,1986,Alvin,Robertson,west,N,1,16,6,NULL,NULL,2,1,NULL,NULL,NULL,NULL,5,2,2,2,NULL,NULL
ROBERAL01,1985,Alvin,Robertson,west,N,1,20,4,NULL,NULL,9,5,NULL,NULL,NULL,NULL,6,2,0,0,NULL,NULL
ROBEROS01,1969,Oscar,Robertson,east,N,1,29,21,NULL,NULL,6,4,NULL,NULL,NULL,NULL,11,9,4,3,NULL,NULL
ROBEROS01,1968,Oscar,Robertson,east,N,1,32,24,NULL,NULL,6,5,NULL,NULL,NULL,NULL,16,8,8,8,NULL,NULL
ROBEROS01,1967,Oscar,Robertson,east,N,1,22,18,NULL,NULL,1,5,NULL,NULL,NULL,NULL,9,7,7,4,NULL,NULL
ROBEROS01,1966,Oscar,Robertson,east,N,1,34,16,NULL,NULL,2,5,NULL,NULL,NULL,NULL,20,9,10,8,NULL,NULL
ROBEROS01,1965,Oscar,Robertson,east,N,1,25,17,NULL,NULL,10,8,NULL,NULL,NULL,NULL,12,6,6,5,NULL,NULL
ROBEROS01,1964,Oscar,Robertson,east,N,1,40,28,NULL,NULL,6,8,NULL,NULL,NULL,NULL,18,8,13,12,NULL,NULL
ROBEROS01,1963,Oscar,Robertson,east,N,1,42,26,NULL,NULL,14,8,NULL,NULL,NULL,NULL,23,10,10,6,NULL,NULL
ROBEROS01,1962,Oscar,Robertson,east,N,1,37,21,NULL,NULL,3,6,NULL,NULL,NULL,NULL,15,9,4,3,NULL,NULL
ROBEROS01,1961,Oscar,Robertson,west,N,1,37,26,NULL,NULL,7,13,NULL,NULL,NULL,NULL,20,9,14,8,NULL,NULL
ROBEROS01,1960,Oscar,Robertson,west,N,1,34,23,NULL,NULL,9,14,NULL,NULL,NULL,NULL,13,8,9,7,NULL,NULL
ROBEROS01,1971,Oscar,Robertson,west,N,1,24,11,NULL,NULL,3,3,NULL,NULL,NULL,NULL,9,3,10,5,NULL,NULL
ROBEROS01,1970,Oscar,Robertson,west,N,1,24,5,NULL,NULL,2,2,NULL,NULL,NULL,NULL,6,2,3,1,NULL,NULL
ROBINCL02,1993,Clifford,Robinson,west,N,1,18,10,NULL,NULL,2,5,NULL,NULL,NULL,NULL,8,5,0,0,NULL,NULL
ROBINDA01,2000,David,Robinson,west,N,1,10,8,2,2,4,0,0,0,1,3,5,3,4,2,0,0
ROBINDA01,1999,David,Robinson,west,N,1,7,0,1,1,2,0,0,0,1,1,1,0,0,0,0,0
ROBINDA01,1997,David,Robinson,west,N,1,22,15,4,2,6,0,2,2,2,1,4,3,10,9,0,0
ROBINDA01,1995,David,Robinson,west,N,1,23,18,NULL,NULL,11,2,NULL,NULL,NULL,NULL,13,8,2,2,NULL,NULL
ROBINDA01,1994,David,Robinson,west,N,1,14,10,NULL,NULL,3,2,NULL,NULL,NULL,NULL,5,3,6,4,NULL,NULL
ROBINDA01,1993,David,Robinson,west,N,1,21,19,NULL,NULL,5,0,NULL,NULL,NULL,NULL,13,6,10,7,NULL,NULL
ROBINDA01,1992,David,Robinson,west,N,1,26,21,NULL,NULL,10,1,NULL,NULL,NULL,NULL,10,7,12,7,NULL,0
ROBINDA01,1991,David,Robinson,west,N,1,18,19,NULL,NULL,5,2,NULL,NULL,NULL,NULL,9,7,8,5,NULL,NULL
ROBINDA01,1990,David,Robinson,west,N,1,18,16,NULL,NULL,6,0,NULL,NULL,NULL,NULL,13,6,5,4,NULL,NULL
ROBINDA01,1989,David,Robinson,west,N,1,25,15,NULL,NULL,10,1,NULL,NULL,NULL,NULL,12,7,2,1,NULL,NULL
ROBINFL01,1969,Flynn,Robinson,east,N,1,8,6,NULL,NULL,1,2,NULL,NULL,NULL,NULL,4,3,0,0,NULL,NULL
ROBINGL01,2000,Glenn,Robinson,east,N,1,18,8,3,1,4,1,1,1,0,0,7,4,0,0,0,0
ROBINGL01,1999,Glenn,Robinson,east,N,1,17,10,4,2,6,0,0,0,0,0,10,5,0,0,0,0
ROBINTR01,1977,Truck,Robinson,east,N,1,24,7,NULL,NULL,6,1,NULL,NULL,NULL,NULL,7,3,2,1,NULL,NULL
ROBINTR01,1980,Leonard,Robinson,west,N,1,21,6,NULL,NULL,5,2,NULL,NULL,NULL,NULL,6,3,0,0,NULL,NULL
ROCHARE01,1950,Red,Rocha,east,N,1,0,8,NULL,NULL,2,3,NULL,NULL,NULL,NULL,10,2,4,4,NULL,NULL
ROCHARE01,1951,Red,Rocha,east,N,1,28,12,NULL,NULL,5,2,NULL,NULL,NULL,NULL,11,5,2,2,NULL,NULL
RODGEGU01,1966,Guy,Rodgers,west,N,1,28,1,NULL,NULL,2,8,NULL,NULL,NULL,NULL,4,0,1,1,NULL,NULL
RODGEGU01,1965,Guy,Rodgers,west,N,1,34,8,NULL,NULL,7,11,NULL,NULL,NULL,NULL,11,4,0,0,NULL,NULL
RODGEGU01,1963,Guy,Rodgers,west,N,1,22,6,NULL,NULL,2,2,NULL,NULL,NULL,NULL,6,3,0,0,NULL,NULL
RODGEGU01,1962,Guy,Rodgers,west,N,1,17,7,NULL,NULL,2,4,NULL,NULL,NULL,NULL,6,3,2,1,NULL,NULL
RODMADE01,1991,Dennis,Rodman,east,N,1,25,4,NULL,NULL,13,0,NULL,NULL,NULL,NULL,7,2,0,0,NULL,NULL
RODMADE01,1989,Dennis,Rodman,east,N,1,11,4,NULL,NULL,4,1,NULL,NULL,NULL,NULL,4,2,0,0,NULL,NULL
RONDORA01,2009,Rajon,Rondo,East,N,1,20,4,0,1,1,5,1,0,2,1,3,2,0,0,0,0
ROSEDE01,2009,Derrick,Rose,East,N,1,15,8,0,0,0,4,3,0,1,0,8,4,0,0,0,0
ROUNDDA01,1980,Dan,Roundfield,east,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ROUNDDA01,1979,Dan,Roundfield,east,N,1,27,18,NULL,NULL,13,0,NULL,NULL,NULL,NULL,15,7,9,4,NULL,NULL
ROWECU01,1975,Curtis,Rowe,west,N,1,8,1,NULL,NULL,2,0,NULL,NULL,NULL,NULL,2,0,2,1,NULL,NULL
ROYBR01,2008,Brandon,Roy,West,N,1,31,14,5,0,5,5,0,0,0,2,8,7,0,0,0,0
ROYBR01,2007,Brandon,Roy,West,N,1,28,18,8,1,9,5,1,1,0,2,10,8,0,0,3,2
RULEBO01,1969,Bob,Rule,west,N,1,13,5,NULL,NULL,4,0,NULL,NULL,NULL,NULL,6,2,1,1,NULL,NULL
RUSSEBI01,1968,Bill,Russell,east,N,1,28,3,NULL,NULL,6,3,NULL,NULL,NULL,NULL,4,1,2,1,NULL,NULL
RUSSEBI01,1967,Bill,Russell,east,N,1,23,4,NULL,NULL,9,8,NULL,NULL,NULL,NULL,4,2,0,0,NULL,NULL
RUSSEBI01,1966,Bill,Russell,east,N,1,22,2,NULL,NULL,5,5,NULL,NULL,NULL,NULL,2,1,0,0,NULL,NULL
RUSSEBI01,1965,Bill,Russell,east,N,1,23,2,NULL,NULL,10,2,NULL,NULL,NULL,NULL,6,1,0,0,NULL,NULL
RUSSEBI01,1964,Bill,Russell,east,N,1,33,17,NULL,NULL,13,5,NULL,NULL,NULL,NULL,12,7,9,3,NULL,NULL
RUSSEBI01,1963,Bill,Russell,east,N,1,42,13,NULL,NULL,21,2,NULL,NULL,NULL,NULL,13,6,2,1,NULL,NULL
RUSSEBI01,1962,Bill,Russell,east,N,1,37,19,NULL,NULL,24,5,NULL,NULL,NULL,NULL,14,8,4,3,NULL,NULL
RUSSEBI01,1961,Bill,Russell,east,N,1,27,12,NULL,NULL,12,2,NULL,NULL,NULL,NULL,12,5,3,2,NULL,NULL
RUSSEBI01,1960,Bill,Russell,east,N,1,28,24,NULL,NULL,11,1,NULL,NULL,NULL,NULL,15,9,8,6,NULL,NULL
RUSSEBI01,1959,Bill,Russell,east,N,1,27,6,NULL,NULL,8,3,NULL,NULL,NULL,NULL,7,3,2,0,NULL,NULL
RUSSEBI01,1958,Bill,Russell,east,N,1,27,7,NULL,NULL,9,1,NULL,NULL,NULL,NULL,10,3,1,1,NULL,NULL
RUSSEBI01,1957,Bill,Russell,east,N,1,26,11,NULL,NULL,11,2,NULL,NULL,NULL,NULL,12,5,3,1,NULL,NULL
RUSSECA01,1971,Cazzie,Russell,west,N,1,20,10,NULL,NULL,1,0,NULL,NULL,NULL,NULL,13,4,2,2,NULL,NULL
RUSSECA02,1978,Campy,Russell,east,N,1,13,4,NULL,NULL,1,0,NULL,NULL,NULL,NULL,8,2,0,0,NULL,NULL
SAMPSRA01,1986,Ralph,Sampson,west,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SAMPSRA01,1985,Ralph,Sampson,west,N,1,21,16,NULL,NULL,4,1,NULL,NULL,NULL,NULL,11,7,2,2,NULL,NULL
SAMPSRA01,1984,Ralph,Sampson,west,N,1,29,24,NULL,NULL,10,1,NULL,NULL,NULL,NULL,15,10,6,4,NULL,NULL
SAMPSRA01,1983,Ralph,Sampson,west,N,1,16,9,NULL,NULL,5,0,NULL,NULL,NULL,NULL,7,4,2,1,NULL,NULL
SAULDWO01,1958,Woody,Sauldsbery,east,N,1,18,14,NULL,NULL,2,3,NULL,NULL,NULL,NULL,11,5,4,4,NULL,NULL
SCHAUFR01,1950,Fred,Schaus,west,N,1,0,8,NULL,NULL,4,2,NULL,NULL,NULL,NULL,9,2,4,4,NULL,NULL
SCHAYDO01,1950,Dolph,Schayes,east,N,1,0,15,NULL,NULL,14,3,NULL,NULL,NULL,NULL,10,7,2,1,NULL,NULL
SCHAYDO01,1961,Dolph,Schayes,east,N,1,4,0,NULL,NULL,1,0,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
SCHAYDO01,1960,Dolph,Schayes,east,N,1,27,21,NULL,NULL,6,3,NULL,NULL,NULL,NULL,15,7,7,7,NULL,NULL
SCHAYDO01,1959,Dolph,Schayes,east,N,1,27,19,NULL,NULL,10,0,NULL,NULL,NULL,NULL,19,8,3,3,NULL,NULL
SCHAYDO01,1958,Dolph,Schayes,east,N,1,22,13,NULL,NULL,13,1,NULL,NULL,NULL,NULL,11,3,8,7,NULL,NULL
SCHAYDO01,1957,Dolph,Schayes,east,N,1,39,18,NULL,NULL,9,2,NULL,NULL,NULL,NULL,15,6,6,6,NULL,NULL
SCHAYDO01,1956,Dolph,Schayes,east,N,1,25,9,NULL,NULL,10,1,NULL,NULL,NULL,NULL,6,4,1,1,NULL,NULL
SCHAYDO01,1955,Dolph,Schayes,east,N,1,25,14,NULL,NULL,4,2,NULL,NULL,NULL,NULL,8,4,10,6,NULL,NULL
SCHAYDO01,1954,Dolph,Schayes,east,N,1,29,15,NULL,NULL,13,1,NULL,NULL,NULL,NULL,12,6,3,3,NULL,NULL
SCHAYDO01,1953,Dolph,Schayes,east,N,1,24,6,NULL,NULL,12,1,NULL,NULL,NULL,NULL,3,1,6,4,NULL,NULL
SCHAYDO01,1952,Dolph,Schayes,east,N,1,26,8,NULL,NULL,13,3,NULL,NULL,NULL,NULL,7,2,4,4,NULL,NULL
SCHAYDO01,1951,Dolph,Schayes,east,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SCHREDE01,1992,Detlef,Schrempf,east,N,1,13,3,NULL,NULL,3,0,NULL,NULL,NULL,NULL,3,1,2,1,NULL,0
SCHREDE01,1996,Detlef,Schrempf,west,N,1,20,11,3,1,4,2,0,1,1,3,8,5,1,0,3,1
SCHREDE01,1994,Detlef,Schrempf,west,N,1,18,9,NULL,NULL,4,5,NULL,NULL,NULL,NULL,11,4,0,0,NULL,NULL
SCOLAFR01,1952,Fred,Scolari,east,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SCOLAFR01,1951,Fred,Scolari,east,N,1,15,10,NULL,NULL,0,2,NULL,NULL,NULL,NULL,9,5,0,0,NULL,NULL
SCOTTCH01,1974,Charlie,Scott,west,N,1,16,2,NULL,NULL,2,1,NULL,NULL,NULL,NULL,6,1,0,0,NULL,NULL
SCOTTCH01,1973,Charlie,Scott,west,N,1,19,2,NULL,NULL,1,4,NULL,NULL,NULL,NULL,4,0,2,2,NULL,NULL
SCOTTCH01,1972,Charlie,Scott,west,N,1,14,0,NULL,NULL,2,2,NULL,NULL,NULL,NULL,5,0,0,0,NULL,NULL
SCOTTCH01,1970,Charlie,Scott,east,A,1,21,7,2,0,2,3,NULL,NULL,6,4,6,2,6,3,0,0
SCOTTCH01,1971,Charlie,Scott,east,A,1,23,20,2,2,4,3,NULL,NULL,5,2,21,9,3,2,1,0
SEARSKE01,1958,Ken,Sears,east,N,1,36,15,NULL,NULL,8,1,NULL,NULL,NULL,NULL,9,5,5,5,NULL,NULL
SEARSKE01,1957,Ken,Sears,east,N,1,14,12,NULL,NULL,1,0,NULL,NULL,NULL,NULL,8,4,5,4,NULL,NULL
SELVYFR01,1961,Frank,Selvy,west,N,1,11,0,NULL,NULL,4,1,NULL,NULL,NULL,NULL,3,0,0,0,NULL,NULL
SELVYFR01,1954,Frank,Selvy,west,N,1,19,7,NULL,NULL,3,1,NULL,NULL,NULL,NULL,7,2,4,3,NULL,NULL
SEYMOPA01,1954,Paul,Seymour,east,N,1,16,8,NULL,NULL,3,1,NULL,NULL,NULL,NULL,8,3,2,2,NULL,NULL
SEYMOPA01,1953,Paul,Seymour,east,N,1,19,8,NULL,NULL,1,3,NULL,NULL,NULL,NULL,6,2,4,4,NULL,NULL
SEYMOPA01,1952,Paul,Seymour,east,N,1,14,5,NULL,NULL,3,2,NULL,NULL,NULL,NULL,3,2,2,1,NULL,NULL
SHAFFLE01,1962,Lee,Shaffer,east,N,1,19,12,NULL,NULL,1,1,NULL,NULL,NULL,NULL,13,6,0,0,NULL,NULL
SHARMBI01,1959,Bill,Sharman,east,N,1,26,17,NULL,NULL,6,2,NULL,NULL,NULL,NULL,21,8,1,1,NULL,NULL
SHARMBI01,1958,Bill,Sharman,east,N,1,24,11,NULL,NULL,2,0,NULL,NULL,NULL,NULL,12,3,6,5,NULL,NULL
SHARMBI01,1957,Bill,Sharman,east,N,1,25,15,NULL,NULL,4,3,NULL,NULL,NULL,NULL,19,6,3,3,NULL,NULL
SHARMBI01,1956,Bill,Sharman,east,N,1,23,12,NULL,NULL,6,5,NULL,NULL,NULL,NULL,17,5,2,2,NULL,NULL
SHARMBI01,1955,Bill,Sharman,east,N,1,24,7,NULL,NULL,7,2,NULL,NULL,NULL,NULL,8,2,4,3,NULL,NULL
SHARMBI01,1954,Bill,Sharman,east,N,1,18,15,NULL,NULL,4,2,NULL,NULL,NULL,NULL,10,5,5,5,NULL,NULL
SHARMBI01,1953,Bill,Sharman,east,N,1,30,14,NULL,NULL,2,3,NULL,NULL,NULL,NULL,9,6,4,2,NULL,NULL
SHARMBI01,1952,Bill,Sharman,east,N,1,26,11,NULL,NULL,4,0,NULL,NULL,NULL,NULL,8,5,1,1,NULL,NULL
SHELTLO01,1981,Lonnie,Shelton,West,N,1,20,7,5,4,9,1,4,0,2,4,3,3,2,1,0,0
SHUEGE01,1961,Gene,Shue,west,N,1,17,7,NULL,NULL,5,4,NULL,NULL,NULL,NULL,6,3,1,1,NULL,NULL
SHUEGE01,1960,Gene,Shue,west,N,1,23,15,NULL,NULL,3,6,NULL,NULL,NULL,NULL,10,6,4,3,NULL,NULL
